15436
RC_ID	RC_NDUSID	RC_NDDSID	RC_ORDER	RC_LENGTH
1	1	2	1	10.0
2	2	3	1	10.0
3	3	4	1	8.48528137423857
4	4	5	1	9.433981132056603
5	5	6	1	9.899494936611665
6	6	7	1	9.219544457292887
7	7	8	1	8.94427190999916
8	8	9	1	10.295630140987
9	9	10	1	9.219544457292887
10	10	11	1	9.219544457292887
11	11	12	1	9.219544457292887
12	12	13	1	9.433981132056603
13	13	14	1	2.8284271247461903
14	14	15	1	1.0
1	16	17	1	10.295630140987
2	17	18	1	8.54400374531753
3	18	19	1	9.433981132056603
4	19	20	1	9.486832980505138
5	20	21	1	8.94427190999916
6	21	22	1	9.848857801796104
7	22	23	1	7.615773105863909
8	23	24	1	1.4142135623730951
1	25	26	2	10.295630140987
2	26	27	2	8.94427190999916
3	27	28	2	8.94427190999916
4	28	29	2	9.848857801796104
5	29	30	2	9.219544457292887
6	30	31	2	8.54400374531753
7	31	32	2	9.486832980505138
8	32	33	2	9.219544457292887
9	33	34	2	9.055385138137417
10	34	35	2	10.0
11	35	36	2	9.219544457292887
12	36	37	2	10.63014581273465
13	37	38	2	9.219544457292887
14	38	39	2	9.433981132056603
15	39	40	2	8.54400374531753
16	40	41	2	7.810249675906654
17	41	42	2	1.4142135623730951
1	43	44	1	10.198039027185569
2	44	45	1	9.055385138137417
3	45	46	1	10.63014581273465
4	46	47	1	9.899494936611665
5	47	48	1	9.899494936611665
6	48	49	1	3.605551275463989
7	49	50	1	1.0
1	51	52	1	9.899494936611665
2	52	53	1	9.899494936611665
3	53	54	1	8.602325267042627
4	54	55	1	9.433981132056603
5	55	56	1	8.602325267042627
6	56	57	1	8.54400374531753
7	57	58	1	2.0
8	58	59	1	8.246211251235321
9	59	60	1	8.0
10	60	61	1	8.94427190999916
11	61	62	1	8.602325267042627
12	62	63	1	9.433981132056603
13	63	64	1	6.4031242374328485
14	64	65	1	1.4142135623730951
1	66	67	2	9.899494936611665
2	67	68	2	10.63014581273465
3	68	69	2	8.94427190999916
4	69	70	2	9.899494936611665
5	70	71	2	9.219544457292887
6	71	72	2	9.055385138137417
7	72	73	2	9.0
8	73	74	2	9.486832980505138
9	74	75	2	9.219544457292887
10	75	76	2	10.0
11	76	77	2	9.433981132056603
12	77	78	2	9.055385138137417
13	78	79	2	7.211102550927978
14	79	80	2	10.0
15	80	81	2	10.04987562112089
16	81	82	2	9.055385138137417
17	82	83	2	10.0
18	83	84	2	10.04987562112089
19	84	85	2	10.04987562112089
20	85	86	2	9.055385138137417
21	86	87	2	9.219544457292887
22	87	88	2	10.0
23	88	89	2	9.0
24	89	90	2	10.0
25	90	91	2	10.04987562112089
26	91	92	2	10.0
27	92	93	2	10.04987562112089
28	93	94	2	9.055385138137417
29	94	95	2	10.0
30	95	96	2	10.198039027185569
31	96	97	2	9.0
32	97	98	2	10.04987562112089
33	98	99	2	10.0
34	99	100	2	9.055385138137417
35	100	101	2	1.0
1	102	103	1	10.04987562112089
2	103	104	1	9.055385138137417
3	104	105	1	10.0
4	105	106	1	1.0
1	107	108	1	10.63014581273465
2	108	109	1	4.123105625617661
3	109	110	1	5.656854249492381
4	110	111	1	8.94427190999916
5	111	112	1	9.433981132056603
6	112	113	1	9.848857801796104
7	113	114	1	4.242640687119285
8	114	115	1	1.4142135623730951
1	116	117	1	8.54400374531753
2	117	118	1	2.0
3	118	119	1	10.04987562112089
4	119	120	1	10.0
5	120	121	1	9.055385138137417
6	121	122	1	9.848857801796104
7	122	123	1	9.486832980505138
8	123	124	1	8.94427190999916
9	124	125	1	8.0
10	125	126	1	9.219544457292887
11	126	127	1	8.06225774829855
12	127	128	1	8.54400374531753
13	128	129	1	9.055385138137417
14	129	130	1	9.055385138137417
15	130	131	1	9.486832980505138
16	131	132	1	7.211102550927978
17	132	133	1	5.0990195135927845
18	133	134	1	4.123105625617661
19	134	135	1	9.486832980505138
20	135	136	1	9.219544457292887
21	136	137	1	8.94427190999916
22	137	138	1	9.055385138137417
23	138	139	1	9.848857801796104
24	139	140	1	8.246211251235321
25	140	141	1	9.433981132056603
26	141	142	1	9.219544457292887
27	142	143	1	10.198039027185569
28	143	144	1	8.54400374531753
29	144	145	1	9.219544457292887
30	145	146	1	9.433981132056603
31	146	147	1	1.0
32	147	148	1	2.0
33	148	149	1	1.4142135623730951
1	150	151	1	10.04987562112089
2	151	152	1	10.04987562112089
3	152	153	1	10.0
4	153	154	1	9.055385138137417
5	154	155	1	10.0
6	155	156	1	10.0
7	156	157	1	10.04987562112089
8	157	158	1	9.486832980505138
9	158	159	1	8.54400374531753
10	159	160	1	5.0
11	160	161	1	1.0
1	162	163	2	10.0
2	163	164	2	10.198039027185569
3	164	165	2	8.06225774829855
4	165	166	2	10.04987562112089
5	166	167	2	10.0
6	167	168	2	10.0
7	168	169	2	10.04987562112089
8	169	170	2	10.0
9	170	171	2	9.0
10	171	172	2	9.433981132056603
11	172	173	2	9.055385138137417
12	173	174	2	10.0
13	174	175	2	10.04987562112089
14	175	176	2	9.219544457292887
15	176	177	2	10.04987562112089
16	177	178	2	9.055385138137417
17	178	179	2	10.198039027185569
18	179	180	2	1.0
19	180	181	2	1.0
1	182	183	2	10.04987562112089
