5952
CP_ID	CP_CSID	CP_POSIDX	CP_W	CP_Z	CP_RGH	CP_BLOCK
174	22	6	13	2	0.025	1
175	22	7	35	2	0.025	1
176	22	8	43	6	0.025	1
177	23	1	-43	6	0.025	1
178	23	2	-35	2	0.025	1
179	23	3	-13	2	0.025	1
180	23	4	-10	0	0.025	1
181	23	5	10	0	0.025	1
182	23	6	13	2	0.025	1
183	23	7	35	2	0.025	1
184	23	8	43	6	0.025	1
185	24	1	-43	6	0.025	1
186	24	2	-35	2	0.025	1
187	24	3	-13	2	0.025	1
188	24	4	-10	0	0.025	1
189	24	5	10	0	0.025	1
190	24	6	13	2	0.025	1
191	24	7	35	2	0.025	1
192	24	8	43	6	0.025	1
193	25	1	-43	6	0.025	1
194	25	2	-35	2	0.025	1
195	25	3	-13	2	0.025	1
196	25	4	-10	0	0.025	1
197	25	5	10	0	0.025	1
198	25	6	13	2	0.025	1
199	25	7	35	2	0.025	1
200	25	8	43	6	0.025	1
201	26	1	-43	6	0.025	1
202	26	2	-35	2	0.025	1
203	26	3	-13	2	0.025	1
204	26	4	-10	0	0.025	1
205	26	5	10	0	0.025	1
206	26	6	13	2	0.025	1
207	26	7	35	2	0.025	1
208	26	8	43	6	0.025	1
209	27	1	-43	6	0.025	1
210	27	2	-35	2	0.025	1
211	27	3	-13	2	0.025	1
212	27	4	-10	0	0.025	1
213	27	5	10	0	0.025	1
214	27	6	13	2	0.025	1
215	27	7	35	2	0.025	1
216	27	8	43	6	0.025	1
217	28	1	-43	6	0.025	1
218	28	2	-35	2	0.025	1
219	28	3	-13	2	0.025	1
220	28	4	-10	0	0.025	1
221	28	5	10	0	0.025	1
222	28	6	13	2	0.025	1
223	28	7	35	2	0.025	1
224	28	8	43	6	0.025	1
225	29	1	-43	6	0.025	1
226	29	2	-35	2	0.025	1
227	29	3	-13	2	0.025	1
228	29	4	-10	0	0.025	1
229	29	5	10	0	0.025	1
230	29	6	13	2	0.025	1
231	29	7	35	2	0.025	1
232	29	8	43	6	0.025	1
233	30	1	-43	6	0.025	1
234	30	2	-35	2	0.025	1
235	30	3	-13	2	0.025	1
236	30	4	-10	0	0.025	1
237	30	5	10	0	0.025	1
238	30	6	13	2	0.025	1
239	30	7	35	2	0.025	1
240	30	8	43	6	0.025	1
241	31	1	-43	6	0.025	1
242	31	2	-35	2	0.025	1
243	31	3	-13	2	0.025	1
244	31	4	-10	0	0.025	1
245	31	5	10	0	0.025	1
246	31	6	13	2	0.025	1
247	31	7	35	2	0.025	1
248	31	8	43	6	0.025	1
249	32	1	-43	6	0.025	1
250	32	2	-35	2	0.025	1
251	32	3	-13	2	0.025	1
252	32	4	-10	0	0.025	1
253	32	5	10	0	0.025	1
254	32	6	13	2	0.025	1
255	32	7	35	2	0.025	1
256	32	8	43	6	0.025	1
257	33	1	-43	6	0.025	1
258	33	2	-35	2	0.025	1
259	33	3	-13	2	0.025	1
260	33	4	-10	0	0.025	1
261	33	5	10	0	0.025	1
262	33	6	13	2	0.025	1
263	33	7	35	2	0.025	1
264	33	8	43	6	0.025	1
265	34	1	-43	6	0.025	1
266	34	2	-35	2	0.025	1
267	34	3	-13	2	0.025	1
268	34	4	-10	0	0.025	1
269	34	5	10	0	0.025	1
270	34	6	13	2	0.025	1
271	34	7	35	2	0.025	1
272	34	8	43	6	0.025	1
273	35	1	-43	6	0.025	1
274	35	2	-35	2	0.025	1
275	35	3	-13	2	0.025	1
276	35	4	-10	0	0.025	1
277	35	5	10	0	0.025	1
278	35	6	13	2	0.025	1
279	35	7	35	2	0.025	1
280	35	8	43	6	0.025	1
281	36	1	-43	6	0.025	1
282	36	2	-35	2	0.025	1
283	36	3	-13	2	0.025	1
284	36	4	-10	0	0.025	1
285	36	5	10	0	0.025	1
286	36	6	13	2	0.025	1
287	36	7	35	2	0.025	1
288	36	8	43	6	0.025	1
289	37	1	-43	6	0.025	1
290	37	2	-35	2	0.025	1
291	37	3	-13	2	0.025	1
292	37	4	-10	0	0.025	1
293	37	5	10	0	0.025	1
294	37	6	13	2	0.025	1
295	37	7	35	2	0.025	1
296	37	8	43	6	0.025	1
297	38	1	-43	6	0.025	1
298	38	2	-35	2	0.025	1
299	38	3	-13	2	0.025	1
300	38	4	-10	0	0.025	1
301	38	5	10	0	0.025	1
302	38	6	13	2	0.025	1
303	38	7	35	2	0.025	1
304	38	8	43	6	0.025	1
305	39	1	-43	6	0.025	1
306	39	2	-35	2	0.025	1
307	39	3	-13	2	0.025	1
308	39	4	-10	0	0.025	1
309	39	5	10	0	0.025	1
310	39	6	13	2	0.025	1
311	39	7	35	2	0.025	1
312	39	8	43	6	0.025	1
313	40	1	-43	6	0.025	1
314	40	2	-35	2	0.025	1
315	40	3	-13	2	0.025	1
316	40	4	-10	0	0.025	1
317	40	5	10	0	0.025	1
318	40	6	13	2	0.025	1
319	40	7	35	2	0.025	1
320	40	8	43	6	0.025	1
321	41	1	-43	6	0.025	1
322	41	2	-35	2	0.025	1
323	41	3	-13	2	0.025	1
324	41	4	-10	0	0.025	1
325	41	5	10	0	0.025	1
326	41	6	13	2	0.025	1
327	41	7	35	2	0.025	1
328	41	8	43	6	0.025	1
329	42	1	-43	6	0.025	1
330	42	2	-35	2	0.025	1
331	42	3	-13	2	0.025	1
332	42	4	-10	0	0.025	1
333	42	5	10	0	0.025	1
334	42	6	13	2	0.025	1
335	42	7	35	2	0.025	1
336	42	8	43	6	0.025	1
337	43	1	-43	6	0.025	1
338	43	2	-35	2	0.025	1
339	43	3	-13	2	0.025	1
340	43	4	-10	0	0.025	1
341	43	5	10	0	0.025	1
342	43	6	13	2	0.025	1
343	43	7	35	2	0.025	1
344	43	8	43	6	0.025	1
345	44	1	-43	6	0.025	1
346	44	2	-35	2	0.025	1
347	44	3	-13	2	0.025	1
348	44	4	-10	0	0.025	1
349	44	5	10	0	0.025	1
350	44	6	13	2	0.025	1
351	44	7	35	2	0.025	1
352	44	8	43	6	0.025	1
353	45	1	-43	6	0.025	1
354	45	2	-35	2	0.025	1
355	45	3	-13	2	0.025	1
356	45	4	-10	0	0.025	1
357	45	5	10	0	0.025	1
358	45	6	13	2	0.025	1
359	45	7	35	2	0.025	1
360	45	8	43	6	0.025	1
361	46	1	-43	6	0.025	1
362	46	2	-35	2	0.025	1
363	46	3	-13	2	0.025	1
364	46	4	-10	0	0.025	1
365	46	5	10	0	0.025	1
366	46	6	13	2	0.025	1
367	46	7	35	2	0.025	1
368	46	8	43	6	0.025	1
369	47	1	-43	6	0.025	1
370	47	2	-35	2	0.025	1
371	47	3	-13	2	0.025	1
372	47	4	-10	0	0.025	1
373	47	5	10	0	0.025	1
374	47	6	13	2	0.025	1
375	47	7	35	2	0.025	1
376	47	8	43	6	0.025	1
377	48	1	-43	6	0.025	1
378	48	2	-35	2	0.025	1
379	48	3	-13	2	0.025	1
380	48	4	-10	0	0.025	1
381	48	5	10	0	0.025	1
382	48	6	13	2	0.025	1
383	48	7	35	2	0.025	1
384	48	8	43	6	0.025	1
385	49	1	-43	6	0.025	1
386	49	2	-35	2	0.025	1
387	49	3	-13	2	0.025	1
388	49	4	-10	0	0.025	1
389	49	5	10	0	0.025	1
390	49	6	13	2	0.025	1
391	49	7	35	2	0.025	1
392	49	8	43	6	0.025	1
393	50	1	-43	6	0.025	1
394	50	2	-35	2	0.025	1
395	50	3	-13	2	0.025	1
396	50	4	-10	0	0.025	1
397	50	5	10	0	0.025	1
398	50	6	13	2	0.025	1
399	50	7	35	2	0.025	1
400	50	8	43	6	0.025	1
401	51	1	-43	6	0.025	1
402	51	2	-35	2	0.025	1
403	51	3	-13	2	0.025	1
404	51	4	-10	0	0.025	1
405	51	5	10	0	0.025	1
406	51	6	13	2	0.025	1
407	51	7	35	2	0.025	1
408	51	8	43	6	0.025	1
409	52	1	-43	6	0.025	1
410	52	2	-35	2	0.025	1
411	52	3	-13	2	0.025	1
412	52	4	-10	0	0.025	1
413	52	5	10	0	0.025	1
414	52	6	13	2	0.025	1
415	52	7	35	2	0.025	1
416	52	8	43	6	0.025	1
417	53	1	-43	6	0.025	1
418	53	2	-35	2	0.025	1
419	53	3	-13	2	0.025	1
420	53	4	-10	0	0.025	1
421	53	5	10	0	0.025	1
422	53	6	13	2	0.025	1
423	53	7	35	2	0.025	1
424	53	8	43	6	0.025	1
425	54	1	-43	6	0.025	1
426	54	2	-35	2	0.025	1
427	54	3	-13	2	0.025	1
428	54	4	-10	0	0.025	1
429	54	5	10	0	0.025	1
430	54	6	13	2	0.025	1
431	54	7	35	2	0.025	1
432	54	8	43	6	0.025	1
433	55	1	-43	6	0.025	1
434	55	2	-35	2	0.025	1
435	55	3	-13	2	0.025	1
436	55	4	-10	0	0.025	1
437	55	5	10	0	0.025	1
438	55	6	13	2	0.025	1
439	55	7	35	2	0.025	1
440	55	8	43	6	0.025	1
441	56	1	-43	6	0.025	1
442	56	2	-35	2	0.025	1
443	56	3	-13	2	0.025	1
444	56	4	-10	0	0.025	1
445	56	5	10	0	0.025	1
446	56	6	13	2	0.025	1
447	56	7	35	2	0.025	1
448	56	8	43	6	0.025	1
449	57	1	-43	6	0.025	1
450	57	2	-35	2	0.025	1
451	57	3	-13	2	0.025	1
452	57	4	-10	0	0.025	1
453	57	5	10	0	0.025	1
454	57	6	13	2	0.025	1
455	57	7	35	2	0.025	1
456	57	8	43	6	0.025	1
457	58	1	-43	6	0.025	1
458	58	2	-35	2	0.025	1
459	58	3	-13	2	0.025	1
460	58	4	-10	0	0.025	1
461	58	5	10	0	0.025	1
462	58	6	13	2	0.025	1
463	58	7	35	2	0.025	1
464	58	8	43	6	0.025	1
465	59	1	-43	6	0.025	1
466	59	2	-35	2	0.025	1
467	59	3	-13	2	0.025	1
468	59	4	-10	0	0.025	1
469	59	5	10	0	0.025	1
470	59	6	13	2	0.025	1
471	59	7	35	2	0.025	1
472	59	8	43	6	0.025	1
473	60	1	-43	6	0.025	1
474	60	2	-35	2	0.025	1
475	60	3	-13	2	0.025	1
476	60	4	-10	0	0.025	1
477	60	5	10	0	0.025	1
478	60	6	13	2	0.025	1
479	60	7	35	2	0.025	1
480	60	8	43	6	0.025	1
481	61	1	-43	6	0.025	1
482	61	2	-35	2	0.025	1
483	61	3	-13	2	0.025	1
484	61	4	-10	0	0.025	1
485	61	5	10	0	0.025	1
486	61	6	13	2	0.025	1
487	61	7	35	2	0.025	1
488	61	8	43	6	0.025	1
489	62	1	-43	6	0.025	1
490	62	2	-35	2	0.025	1
491	62	3	-13	2	0.025	1
492	62	4	-10	0	0.025	1
493	62	5	10	0	0.025	1
494	62	6	13	2	0.025	1
495	62	7	35	2	0.025	1
496	62	8	43	6	0.025	1
497	63	1	-43	6	0.025	1
498	63	2	-35	2	0.025	1
499	63	3	-13	2	0.025	1
500	63	4	-10	0	0.025	1
501	63	5	10	0	0.025	1
502	63	6	13	2	0.025	1
503	63	7	35	2	0.025	1
504	63	8	43	6	0.025	1
505	64	1	-43	6	0.025	1
506	64	2	-35	2	0.025	1
507	64	3	-13	2	0.025	1
508	64	4	-10	0	0.025	1
509	64	5	10	0	0.025	1
510	64	6	13	2	0.025	1
511	64	7	35	2	0.025	1
512	64	8	43	6	0.025	1
513	65	1	-43	6	0.025	1
514	65	2	-35	2	0.025	1
515	65	3	-13	2	0.025	1
516	65	4	-10	0	0.025	1
517	65	5	10	0	0.025	1
518	65	6	13	2	0.025	1
519	65	7	35	2	0.025	1
520	65	8	43	6	0.025	1
521	66	1	-43	6	0.025	1
522	66	2	-35	2	0.025	1
523	66	3	-13	2	0.025	1
524	66	4	-10	0	0.025	1
525	66	5	10	0	0.025	1
526	66	6	13	2	0.025	1
527	66	7	35	2	0.025	1
528	66	8	43	6	0.025	1
529	67	1	-43	6	0.025	1
530	67	2	-35	2	0.025	1
531	67	3	-13	2	0.025	1
532	67	4	-10	0	0.025	1
533	67	5	10	0	0.025	1
534	67	6	13	2	0.025	1
535	67	7	35	2	0.025	1
536	67	8	43	6	0.025	1
537	68	1	-43	6	0.025	1
538	68	2	-35	2	0.025	1
539	68	3	-13	2	0.025	1
540	68	4	-10	0	0.025	1
541	68	5	10	0	0.025	1
542	68	6	13	2	0.025	1
543	68	7	35	2	0.025	1
544	68	8	43	6	0.025	1
545	69	1	-43	6	0.025	1
546	69	2	-35	2	0.025	1
547	69	3	-13	2	0.025	1
548	69	4	-10	0	0.025	1
549	69	5	10	0	0.025	1
550	69	6	13	2	0.025	1
551	69	7	35	2	0.025	1
552	69	8	43	6	0.025	1
553	70	1	-43	6	0.025	1
554	70	2	-35	2	0.025	1
555	70	3	-13	2	0.025	1
556	70	4	-10	0	0.025	1
557	70	5	10	0	0.025	1
558	70	6	13	2	0.025	1
559	70	7	35	2	0.025	1
560	70	8	43	6	0.025	1
561	71	1	-43	6	0.025	1
562	71	2	-35	2	0.025	1
563	71	3	-13	2	0.025	1
564	71	4	-10	0	0.025	1
565	71	5	10	0	0.025	1
566	71	6	13	2	0.025	1
567	71	7	35	2	0.025	1
568	71	8	43	6	0.025	1
569	72	1	-43	6	0.025	1
570	72	2	-35	2	0.025	1
571	72	3	-13	2	0.025	1
572	72	4	-10	0	0.025	1
573	72	5	10	0	0.025	1
574	72	6	13	2	0.025	1
575	72	7	35	2	0.025	1
576	72	8	43	6	0.025	1
577	73	1	-43	6	0.025	1
578	73	2	-35	2	0.025	1
579	73	3	-13	2	0.025	1
580	73	4	-10	0	0.025	1
581	73	5	10	0	0.025	1
582	73	6	13	2	0.025	1
583	73	7	35	2	0.025	1
584	73	8	43	6	0.025	1
585	74	1	-43	6	0.025	1
586	74	2	-35	2	0.025	1
587	74	3	-13	2	0.025	1
588	74	4	-10	0	0.025	1
589	74	5	10	0	0.025	1
590	74	6	13	2	0.025	1
591	74	7	35	2	0.025	1
592	74	8	43	6	0.025	1
593	75	1	-43	6	0.025	1
594	75	2	-35	2	0.025	1
595	75	3	-13	2	0.025	1
596	75	4	-10	0	0.025	1
597	75	5	10	0	0.025	1
598	75	6	13	2	0.025	1
599	75	7	35	2	0.025	1
600	75	8	43	6	0.025	1
601	76	1	-43	6	0.025	1
602	76	2	-35	2	0.025	1
603	76	3	-13	2	0.025	1
604	76	4	-10	0	0.025	1
605	76	5	10	0	0.025	1
606	76	6	13	2	0.025	1
607	76	7	35	2	0.025	1
608	76	8	43	6	0.025	1
609	77	1	-43	6	0.025	1
610	77	2	-35	2	0.025	1
611	77	3	-13	2	0.025	1
612	77	4	-10	0	0.025	1
613	77	5	10	0	0.025	1
614	77	6	13	2	0.025	1
615	77	7	35	2	0.025	1
616	77	8	43	6	0.025	1
617	78	1	-43	6	0.025	1
618	78	2	-35	2	0.025	1
619	78	3	-13	2	0.025	1
620	78	4	-10	0	0.025	1
621	78	5	10	0	0.025	1
622	78	6	13	2	0.025	1
623	78	7	35	2	0.025	1
624	78	8	43	6	0.025	1
625	79	1	-43	6	0.025	1
626	79	2	-35	2	0.025	1
627	79	3	-13	2	0.025	1
628	79	4	-10	0	0.025	1
629	79	5	10	0	0.025	1
630	79	6	13	2	0.025	1
631	79	7	35	2	0.025	1
632	79	8	43	6	0.025	1
633	80	1	-43	6	0.025	1
634	80	2	-35	2	0.025	1
635	80	3	-13	2	0.025	1
636	80	4	-10	0	0.025	1
637	80	5	10	0	0.025	1
638	80	6	13	2	0.025	1
639	80	7	35	2	0.025	1
640	80	8	43	6	0.025	1
641	81	1	-43	6	0.025	1
642	81	2	-35	2	0.025	1
643	81	3	-13	2	0.025	1
644	81	4	-10	0	0.025	1
645	81	5	10	0	0.025	1
646	81	6	13	2	0.025	1
647	81	7	35	2	0.025	1
648	81	8	43	6	0.025	1
649	82	1	-43	6	0.025	1
650	82	2	-35	2	0.025	1
651	82	3	-13	2	0.025	1
652	82	4	-10	0	0.025	1
653	82	5	10	0	0.025	1
654	82	6	13	2	0.025	1
655	82	7	35	2	0.025	1
656	82	8	43	6	0.025	1
657	83	1	-43	6	0.025	1
658	83	2	-35	2	0.025	1
659	83	3	-13	2	0.025	1
660	83	4	-10	0	0.025	1
661	83	5	10	0	0.025	1
662	83	6	13	2	0.025	1
663	83	7	35	2	0.025	1
664	83	8	43	6	0.025	1
665	84	1	-43	6	0.025	1
666	84	2	-35	2	0.025	1
667	84	3	-13	2	0.025	1
668	84	4	-10	0	0.025	1
669	84	5	10	0	0.025	1
670	84	6	13	2	0.025	1
671	84	7	35	2	0.025	1
672	84	8	43	6	0.025	1
673	85	1	-43	6	0.025	1
674	85	2	-35	2	0.025	1
675	85	3	-13	2	0.025	1
676	85	4	-10	0	0.025	1
677	85	5	10	0	0.025	1
678	85	6	13	2	0.025	1
679	85	7	35	2	0.025	1
680	85	8	43	6	0.025	1
681	86	1	-43	6	0.025	1
682	86	2	-35	2	0.025	1
683	86	3	-13	2	0.025	1
684	86	4	-10	0	0.025	1
685	86	5	10	0	0.025	1
686	86	6	13	2	0.025	1
687	86	7	35	2	0.025	1
688	86	8	43	6	0.025	1
689	87	1	-43	6	0.025	1
690	87	2	-35	2	0.025	1
691	87	3	-13	2	0.025	1
692	87	4	-10	0	0.025	1
693	87	5	10	0	0.025	1
694	87	6	13	2	0.025	1
695	87	7	35	2	0.025	1
696	87	8	43	6	0.025	1
697	88	1	-43	6	0.025	1
698	88	2	-35	2	0.025	1
699	88	3	-13	2	0.025	1
700	88	4	-10	0	0.025	1
701	88	5	10	0	0.025	1
702	88	6	13	2	0.025	1
703	88	7	35	2	0.025	1
704	88	8	43	6	0.025	1
705	89	1	-43	6	0.025	1
706	89	2	-35	2	0.025	1
707	89	3	-13	2	0.025	1
708	89	4	-10	0	0.025	1
709	89	5	10	0	0.025	1
710	89	6	13	2	0.025	1
711	89	7	35	2	0.025	1
712	89	8	43	6	0.025	1
713	90	1	-43	6	0.025	1
714	90	2	-35	2	0.025	1
715	90	3	-13	2	0.025	1
716	90	4	-10	0	0.025	1
717	90	5	10	0	0.025	1
718	90	6	13	2	0.025	1
719	90	7	35	2	0.025	1
720	90	8	43	6	0.025	1
721	91	1	-43	6	0.025	1
722	91	2	-35	2	0.025	1
723	91	3	-13	2	0.025	1
724	91	4	-10	0	0.025	1
725	91	5	10	0	0.025	1
726	91	6	13	2	0.025	1
727	91	7	35	2	0.025	1
728	91	8	43	6	0.025	1
729	92	1	-43	6	0.025	1
730	92	2	-35	2	0.025	1
731	92	3	-13	2	0.025	1
732	92	4	-10	0	0.025	1
733	92	5	10	0	0.025	1
734	92	6	13	2	0.025	1
735	92	7	35	2	0.025	1
736	92	8	43	6	0.025	1
737	93	1	-43	6	0.025	1
738	93	2	-35	2	0.025	1
739	93	3	-13	2	0.025	1
740	93	4	-10	0	0.025	1
741	93	5	10	0	0.025	1
742	93	6	13	2	0.025	1
743	93	7	35	2	0.025	1
744	93	8	43	6	0.025	1
745	94	1	-43	6	0.025	1
746	94	2	-35	2	0.025	1
747	94	3	-13	2	0.025	1
748	94	4	-10	0	0.025	1
749	94	5	10	0	0.025	1
750	94	6	13	2	0.025	1
751	94	7	35	2	0.025	1
752	94	8	43	6	0.025	1
753	95	1	-43	6	0.025	1
754	95	2	-35	2	0.025	1
755	95	3	-13	2	0.025	1
756	95	4	-10	0	0.025	1
757	95	5	10	0	0.025	1
758	95	6	13	2	0.025	1
759	95	7	35	2	0.025	1
760	95	8	43	6	0.025	1
761	96	1	-43	6	0.025	1
762	96	2	-35	2	0.025	1
763	96	3	-13	2	0.025	1
764	96	4	-10	0	0.025	1
765	96	5	10	0	0.025	1
766	96	6	13	2	0.025	1
767	96	7	35	2	0.025	1
768	96	8	43	6	0.025	1
769	97	1	-43	6	0.025	1
770	97	2	-35	2	0.025	1
771	97	3	-13	2	0.025	1
772	97	4	-10	0	0.025	1
773	97	5	10	0	0.025	1
774	97	6	13	2	0.025	1
775	97	7	35	2	0.025	1
776	97	8	43	6	0.025	1
777	98	1	-43	6	0.025	1
778	98	2	-35	2	0.025	1
779	98	3	-13	2	0.025	1
780	98	4	-10	0	0.025	1
781	98	5	10	0	0.025	1
782	98	6	13	2	0.025	1
783	98	7	35	2	0.025	1
784	98	8	43	6	0.025	1
785	99	1	-43	6	0.025	1
786	99	2	-35	2	0.025	1
787	99	3	-13	2	0.025	1
788	99	4	-10	0	0.025	1
789	99	5	10	0	0.025	1
790	99	6	13	2	0.025	1
791	99	7	35	2	0.025	1
792	99	8	43	6	0.025	1
793	100	1	-43	6	0.025	1
794	100	2	-35	2	0.025	1
795	100	3	-13	2	0.025	1
796	100	4	-10	0	0.025	1
797	100	5	10	0	0.025	1
798	100	6	13	2	0.025	1
799	100	7	35	2	0.025	1
800	100	8	43	6	0.025	1
801	101	1	-43	6	0.025	1
802	101	2	-35	2	0.025	1
803	101	3	-13	2	0.025	1
804	101	4	-10	0	0.025	1
805	101	5	10	0	0.025	1
806	101	6	13	2	0.025	1
807	101	7	35	2	0.025	1
808	101	8	43	6	0.025	1
809	102	1	-43	6	0.025	1
810	102	2	-35	2	0.025	1
811	102	3	-13	2	0.025	1
812	102	4	-10	0	0.025	1
813	102	5	10	0	0.025	1
814	102	6	13	2	0.025	1
815	102	7	35	2	0.025	1
816	102	8	43	6	0.025	1
817	103	1	-43	6	0.025	1
818	103	2	-35	2	0.025	1
819	103	3	-13	2	0.025	1
820	103	4	-10	0	0.025	1
821	103	5	10	0	0.025	1
822	103	6	13	2	0.025	1
823	103	7	35	2	0.025	1
824	103	8	43	6	0.025	1
825	104	1	-43	6	0.025	1
826	104	2	-35	2	0.025	1
827	104	3	-13	2	0.025	1
828	104	4	-10	0	0.025	1
829	104	5	10	0	0.025	1
830	104	6	13	2	0.025	1
831	104	7	35	2	0.025	1
832	104	8	43	6	0.025	1
833	105	1	-43	6	0.025	1
834	105	2	-35	2	0.025	1
835	105	3	-13	2	0.025	1
836	105	4	-10	0	0.025	1
837	105	5	10	0	0.025	1
838	105	6	13	2	0.025	1
839	105	7	35	2	0.025	1
840	105	8	43	6	0.025	1
841	106	1	-43	6	0.025	1
842	106	2	-35	2	0.025	1
